Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,state_cd,Cust_Satisfaction_Score,Age_Group,Income_Group
770708133,Blue,200,1,73,17-09-2023,Week-38,Q3,2023,2169.0,1330,3833,64,0.613,Swipe ,Grocery,613.28,0,49,F,Uneducated,Govt,43232,Married,NY,5,40-49,Medium Income
770717883,Blue,415,0,139,17-09-2023,Week-38,Q3,2023,1820.0,0,4592,67,0.0,Swipe ,Fuel,1285.76,0,42,M,Uneducated,Blue-collar,69940,Married,FL,4,40-49,High Income
770721858,Blue,450,0,161,17-09-2023,Week-38,Q3,2023,3539.0,2517,1463,31,0.711,Swipe ,Entertainment,424.27,0,40,M,High School,Blue-collar,14632,Unknown,NY,4,40-49,Low Income
770724558,Blue,270,0,84,17-09-2023,Week-38,Q3,2023,7340.0,0,838,24,0.0,Swipe ,Bills,83.8,0,58,F,Uneducated,Selfemployeed,2565,Single,CA,4,50-59,Low Income
770740308,Blue,250,0,88,17-09-2023,Week-38,Q3,2023,2631.0,1699,4691,92,0.646,Chip ,Fuel,938.2,0,44,M,High School,Blue-collar,74295,Married,CA,4,40-49,High Income
770743983,Blue,410,1,80,17-09-2023,Week-38,Q3,2023,8698.0,874,15683,94,0.1,Chip ,Travel,1254.64,0,51,M,Unknown,Businessman,221345,Unknown,NJ,5,50-59,Very High Income
770746908,Blue,300,1,63,17-09-2023,Week-38,Q3,2023,7872.0,2509,1155,32,0.319,Swipe ,Bills,69.3,0,52,F,Graduate,Selfemployeed,7865,Single,TX,4,50-59,Low Income
770753733,Blue,435,1,100,17-09-2023,Week-38,Q3,2023,3044.0,1865,4854,85,0.613,Chip ,Grocery,873.72,0,44,M,Uneducated,Businessman,81474,Single,TX,5,40-49,High Income
770762133,Blue,100,1,74,17-09-2023,Week-38,Q3,2023,3505.0,2517,5034,79,0.718,Swipe ,Bills,1208.16,0,41,M,Graduate,Blue-collar,90798,Married,NY,3,40-49,High Income
770764908,Blue,150,0,48,17-09-2023,Week-38,Q3,2023,3071.0,2517,1765,36,0.82,Swipe ,Entertainment,176.5,0,41,F,Graduate,Businessman,15369,Single,NV,4,40-49,Low Income
770766633,Blue,430,0,67,17-09-2023,Week-38,Q3,2023,3848.0,0,14054,105,0.0,Swipe ,Entertainment,2389.18,0,43,M,Unknown,White-collar,150638,Married,FL,4,40-49,Very High Income
770769483,Blue,455,1,88,17-09-2023,Week-38,Q3,2023,2256.0,775,1749,33,0.344,Swipe ,Entertainment,332.31,0,64,F,Uneducated,Selfemployeed,14975,Married,NJ,3,60+,Low Income
770774133,Silver,245,0,160,17-09-2023,Week-38,Q3,2023,34516.0,1198,4826,70,0.035,Swipe ,Bills,1158.24,0,47,M,High School,Govt,79807,Married,TX,5,40-49,High Income
770778108,Blue,300,1,103,17-09-2023,Week-38,Q3,2023,2527.0,1419,3585,68,0.562,Swipe ,Entertainment,430.2,0,32,F,Graduate,Businessman,39097,Married,NJ,3,30-39,Medium Income
770781558,Blue,245,1,70,17-09-2023,Week-38,Q3,2023,3230.0,2517,1914,31,0.779,Swipe ,Bills,382.8,0,43,F,Unknown,Businessman,18388,Married,CA,5,40-49,Low Income
770783508,Blue,100,0,115,17-09-2023,Week-38,Q3,2023,11062.0,0,4084,72,0.0,Swipe ,Food,898.48,1,46,F,Graduate,Govt,49845,Married,TX,3,40-49,Medium Income
770800683,Blue,175,0,101,17-09-2023,Week-38,Q3,2023,2640.0,2133,4956,72,0.808,Swipe ,Fuel,991.2,1,43,M,Doctorate,Govt,87275,Married,NY,3,40-49,High Income
770817783,Silver,340,1,92,17-09-2023,Week-38,Q3,2023,34516.0,1679,1060,27,0.049,Swipe ,Bills,148.4,1,49,F,Graduate,Selfemployeed,5525,Married,CA,3,40-49,Low Income
770824833,Silver,190,1,110,17-09-2023,Week-38,Q3,2023,3657.0,1135,16236,94,0.31,Chip ,Travel,3734.28,1,51,F,Unknown,Businessman,231849,Single,NY,4,50-59,Very High Income
770828358,Blue,335,1,97,17-09-2023,Week-38,Q3,2023,8138.0,0,4839,61,0.0,Swipe ,Fuel,1258.14,1,38,M,Post-Graduate,Govt,80659,Married,FL,3,30-39,High Income
770839608,Blue,125,1,77,17-09-2023,Week-38,Q3,2023,2394.0,1427,4611,82,0.596,Swipe ,Grocery,876.09,1,53,M,Graduate,Selfemployeed,70846,Single,NY,4,50-59,High Income
770842833,Silver,460,1,111,17-09-2023,Week-38,Q3,2023,34516.0,1273,4777,51,0.037,Swipe ,Food,1098.71,1,42,M,Graduate,Retirees,77954,Married,TX,5,40-49,High Income
770848308,Platinum,380,1,104,17-09-2023,Week-38,Q3,2023,34516.0,1308,8773,105,0.038,Swipe ,Fuel,1842.33,1,49,M,Unknown,Businessman,116782,Married,CA,3,40-49,Very High Income
770858283,Blue,225,0,147,17-09-2023,Week-38,Q3,2023,2822.0,2182,5371,93,0.773,Swipe ,Grocery,1181.62,0,49,M,Unknown,Retirees,98647,Married,TX,4,40-49,High Income
770871708,Blue,175,0,53,17-09-2023,Week-38,Q3,2023,2591.0,0,2123,56,0.0,Swipe ,Bills,615.67,0,44,F,Uneducated,Selfemployeed,21954,Single,TX,4,40-49,Medium Income
770874483,Blue,250,1,120,17-09-2023,Week-38,Q3,2023,2876.0,1267,4302,74,0.441,Chip ,Bills,602.28,0,53,M,Unknown,Businessman,56944,Married,NY,4,50-59,High Income
770878458,Blue,100,0,111,17-09-2023,Week-38,Q3,2023,1438.3,990,3855,73,0.688,Swipe ,Food,1117.95,0,28,F,Unknown,Businessman,43708,Single,CA,4,18-29,Medium Income
770882508,Blue,425,1,90,17-09-2023,Week-38,Q3,2023,17162.0,773,2457,54,0.045,Swipe ,Bills,319.41,0,42,F,Doctorate,Businessman,27884,Married,CA,4,40-49,Medium Income
770901258,Blue,150,1,62,17-09-2023,Week-38,Q3,2023,1512.0,810,2558,44,0.536,Swipe ,Food,562.76,0,48,F,High School,Retirees,29680,Unknown,NY,5,40-49,Medium Income
770909433,Blue,200,1,84,17-09-2023,Week-38,Q3,2023,3600.0,1904,4946,75,0.529,Swipe ,Fuel,1236.5,0,45,M,High School,Selfemployeed,86816,Married,CA,3,40-49,High Income
770917608,Blue,350,1,71,17-09-2023,Week-38,Q3,2023,2756.0,1911,4656,62,0.693,Chip ,Grocery,605.28,0,59,M,High School,White-collar,72957,Single,IL,4,50-59,High Income
770920908,Silver,340,0,105,17-09-2023,Week-38,Q3,2023,22054.0,1146,8055,82,0.052,Swipe ,Fuel,1611.0,0,51,M,Graduate,Govt,110525,Single,CA,4,50-59,Very High Income
770926158,Platinum,490,0,62,17-09-2023,Week-38,Q3,2023,4132.0,2517,13820,129,0.609,Swipe ,Bills,2211.2,0,48,M,High School,White-collar,144177,Single,CA,3,40-49,Very High Income
770929383,Blue,245,0,81,17-09-2023,Week-38,Q3,2023,7293.0,993,4828,82,0.136,Swipe ,Grocery,1207.0,0,53,M,Uneducated,White-collar,79836,Married,NY,5,50-59,High Income
770937183,Silver,250,0,94,17-09-2023,Week-38,Q3,2023,10745.0,2084,3502,87,0.194,Swipe ,Grocery,490.28,0,49,F,High School,Blue-collar,38042,Single,CA,4,40-49,Medium Income
770938533,Blue,200,0,93,17-09-2023,Week-38,Q3,2023,3304.0,1370,3914,70,0.415,Swipe ,Food,313.12,0,46,M,Graduate,Retirees,45164,Single,NJ,5,40-49,Medium Income
770942283,Blue,405,1,118,17-09-2023,Week-38,Q3,2023,3670.0,0,4811,68,0.0,Chip ,Bills,1395.19,0,53,M,High School,Retirees,79314,Single,NY,4,50-59,High Income
770952933,Blue,245,1,101,17-09-2023,Week-38,Q3,2023,2383.0,1938,1616,37,0.813,Swipe ,Fuel,129.28,0,46,F,High School,Selfemployeed,14975,Single,TX,4,40-49,Low Income
770956158,Blue,300,1,106,17-09-2023,Week-38,Q3,2023,2397.0,2151,4140,68,0.897,Swipe ,Bills,1035.0,0,37,F,Graduate,Businessman,51498,Married,CA,5,30-39,High Income
770968383,Silver,100,1,76,17-09-2023,Week-38,Q3,2023,34516.0,825,2022,52,0.024,Chip ,Bills,161.76,0,37,F,Uneducated,Selfemployeed,20331,Married,CA,3,30-39,Medium Income
770970558,Blue,125,1,113,17-09-2023,Week-38,Q3,2023,13679.0,2267,15180,103,0.166,Swipe ,Grocery,1214.4,0,46,M,Doctorate,Businessman,204727,Married,TX,5,40-49,Very High Income
770975133,Blue,175,1,40,17-09-2023,Week-38,Q3,2023,5403.0,1854,4382,74,0.343,Swipe ,Entertainment,657.3,0,48,F,High School,Selfemployeed,59726,Married,OR,3,40-49,High Income
770977833,Silver,345,1,76,17-09-2023,Week-38,Q3,2023,3920.0,0,16500,102,0.0,Chip ,Grocery,4785.0,0,55,M,Graduate,Businessman,235005,Single,NM,5,50-59,Very High Income
770985633,Blue,405,1,96,17-09-2023,Week-38,Q3,2023,5510.0,2027,1980,42,0.368,Swipe ,Fuel,217.8,0,45,F,Unknown,Blue-collar,19600,Single,NY,4,40-49,Low Income
771020133,Blue,285,0,64,17-09-2023,Week-38,Q3,2023,2859.0,1776,4440,79,0.621,Chip ,Bills,666.0,0,53,M,Graduate,Businessman,62674,Married,FL,4,50-59,High Income
771028533,Silver,220,0,109,17-09-2023,Week-38,Q3,2023,10357.0,0,911,25,0.0,Swipe ,Bills,209.53,0,54,F,High School,Selfemployeed,5225,Single,TX,4,50-59,Low Income
771032658,Blue,175,1,95,17-09-2023,Week-38,Q3,2023,10448.0,1569,1604,39,0.15,Swipe ,Bills,112.28,0,47,F,Unknown,Selfemployeed,14975,Married,CA,4,40-49,Low Income
771037008,Blue,420,0,70,17-09-2023,Week-38,Q3,2023,13324.0,0,4245,76,0.0,Chip ,Food,933.9,0,56,F,Uneducated,Selfemployeed,55009,Married,NY,4,50-59,High Income
771040758,Silver,475,1,48,17-09-2023,Week-38,Q3,2023,30310.0,0,3703,91,0.0,Swipe ,Entertainment,814.66,0,50,F,Graduate,Businessman,40733,Single,NV,5,50-59,Medium Income
771045708,Blue,125,0,81,17-09-2023,Week-38,Q3,2023,1504.0,970,2801,51,0.645,Swipe ,Entertainment,280.1,0,29,F,Post-Graduate,White-collar,32570,Married,NY,5,18-29,Medium Income
771051783,Blue,450,0,45,17-09-2023,Week-38,Q3,2023,4182.0,741,1297,24,0.177,Swipe ,Bills,129.7,0,49,F,Uneducated,Selfemployeed,11461,Married,NY,4,40-49,Low Income
771058908,Blue,200,0,115,17-09-2023,Week-38,Q3,2023,2873.0,2455,4563,72,0.855,Chip ,Grocery,775.71,0,45,M,Graduate,Blue-collar,68828,Married,NY,4,40-49,High Income
771061008,Blue,465,0,106,17-09-2023,Week-38,Q3,2023,2208.0,0,2659,56,0.0,Swipe ,Fuel,452.03,0,57,F,Post-Graduate,Businessman,31247,Single,CA,5,50-59,Medium Income
771062733,Gold,195,1,90,17-09-2023,Week-38,Q3,2023,4291.0,1285,15511,101,0.299,Swipe ,Grocery,1551.1,0,43,F,Graduate,Businessman,215855,Married,NY,4,40-49,Very High Income
771067308,Blue,125,1,118,17-09-2023,Week-38,Q3,2023,3040.0,1908,5616,73,0.628,Swipe ,Grocery,1572.48,0,46,M,High School,Blue-collar,100225,Single,NY,5,40-49,Very High Income
771069033,Blue,300,0,117,17-09-2023,Week-38,Q3,2023,10602.0,1083,14084,91,0.102,Swipe ,Grocery,3380.16,0,43,F,Graduate,White-collar,151265,Single,TX,5,40-49,Very High Income
771071958,Blue,150,0,158,17-09-2023,Week-38,Q3,2023,7768.0,1669,1051,22,0.215,Swipe ,Travel,273.26,0,41,F,High School,Selfemployeed,5525,Single,TX,3,40-49,Low Income
771073908,Blue,370,0,139,17-09-2023,Week-38,Q3,2023,1438.3,0,1406,27,0.0,Swipe ,Fuel,140.6,0,33,F,High School,Blue-collar,13344,Married,CA,5,30-39,Low Income
771075258,Silver,380,1,45,17-09-2023,Week-38,Q3,2023,34516.0,1527,1268,42,0.044,Swipe ,Bills,101.44,0,45,F,Graduate,Blue-collar,10997,Single,NY,5,40-49,Low Income
771079833,Blue,410,1,114,17-09-2023,Week-38,Q3,2023,1438.3,0,4332,78,0.0,Chip ,Grocery,693.12,0,43,M,Post-Graduate,Selfemployeed,58044,Married,TX,4,40-49,High Income
771081558,Blue,420,0,91,17-09-2023,Week-38,Q3,2023,34516.0,1190,2862,78,0.034,Swipe ,Grocery,457.92,0,59,M,High School,Blue-collar,33094,Married,IL,5,50-59,Medium Income
771086208,Blue,245,0,71,17-09-2023,Week-38,Q3,2023,6256.0,1530,1629,43,0.245,Swipe ,Grocery,130.32,0,56,F,Graduate,Selfemployeed,14975,Single,FL,5,50-59,Low Income
771092433,Blue,125,1,85,17-09-2023,Week-38,Q3,2023,1724.0,0,4434,67,0.0,Chip ,Fuel,576.42,0,50,M,Unknown,Blue-collar,62353,Single,NY,4,50-59,High Income
771097683,Blue,460,1,118,17-09-2023,Week-38,Q3,2023,10896.0,2517,4935,58,0.231,Swipe ,Grocery,394.8,0,50,M,High School,Businessman,86419,Married,TX,4,50-59,High Income
771099183,Blue,460,0,168,17-09-2023,Week-38,Q3,2023,8444.0,1945,2497,74,0.23,Swipe ,Bills,674.19,0,51,F,Uneducated,Blue-collar,28583,Married,FL,5,50-59,Medium Income
771106458,Blue,470,0,148,17-09-2023,Week-38,Q3,2023,2444.0,1313,4609,61,0.537,Swipe ,Food,1336.61,0,38,M,Graduate,White-collar,70661,Married,CA,3,30-39,High Income
771108933,Blue,400,1,139,17-09-2023,Week-38,Q3,2023,1926.0,879,4385,71,0.456,Swipe ,Food,964.7,0,37,M,Graduate,Retirees,59774,Married,CA,4,30-39,High Income
771163533,Blue,425,0,84,17-09-2023,Week-38,Q3,2023,1438.3,635,4617,79,0.441,Swipe ,Fuel,507.87,0,62,M,Post-Graduate,Selfemployeed,71150,Married,NY,5,60+,High Income
771169458,Blue,125,1,79,17-09-2023,Week-38,Q3,2023,28020.0,1470,1723,36,0.052,Swipe ,Entertainment,310.14,0,53,F,Graduate,Selfemployeed,14975,Single,FL,3,50-59,Low Income
771180033,Blue,245,0,104,17-09-2023,Week-38,Q3,2023,3502.0,1851,1814,31,0.529,Swipe ,Bills,417.22,0,40,F,High School,Govt,16361,Married,CA,4,40-49,Low Income
771183933,Blue,200,0,62,17-09-2023,Week-38,Q3,2023,16040.0,1220,1923,49,0.076,Swipe ,Entertainment,153.84,0,41,F,Graduate,Govt,18556,Married,CA,4,40-49,Low Income
771190083,Blue,435,0,48,17-09-2023,Week-38,Q3,2023,2410.0,1705,2505,69,0.707,Swipe ,Entertainment,651.3,0,50,F,High School,Govt,28684,Single,FL,5,50-59,Medium Income
771196083,Blue,455,0,60,17-09-2023,Week-38,Q3,2023,18178.0,0,1837,37,0.0,Swipe ,Entertainment,220.44,0,34,F,Graduate,Selfemployeed,16719,Single,CA,3,30-39,Low Income
771197433,Blue,320,0,67,17-09-2023,Week-38,Q3,2023,4658.0,588,1351,30,0.126,Swipe ,Grocery,94.57,0,56,F,Uneducated,Blue-collar,12218,Single,NY,4,50-59,Low Income
771201408,Blue,200,0,122,17-09-2023,Week-38,Q3,2023,2684.0,2126,5299,75,0.792,Swipe ,Grocery,317.94,0,48,M,Unknown,Businessman,97701,Married,NY,4,40-49,High Income
771204108,Blue,360,1,123,17-09-2023,Week-38,Q3,2023,1954.0,1179,3896,67,0.603,Chip ,Food,467.52,0,47,F,High School,Retirees,44733,Single,TX,4,40-49,Medium Income
771212508,Blue,350,1,141,17-09-2023,Week-38,Q3,2023,6131.0,1270,2825,93,0.207,Swipe ,Grocery,706.25,0,42,F,Graduate,Businessman,32787,Married,NY,5,40-49,Medium Income
771214083,Blue,125,1,114,17-09-2023,Week-38,Q3,2023,1870.0,0,4891,65,0.0,Swipe ,Grocery,293.46,0,41,M,High School,Govt,83921,Married,NY,5,40-49,High Income
771215583,Blue,420,1,111,17-09-2023,Week-38,Q3,2023,24534.0,1475,3505,60,0.06,Swipe ,Fuel,385.55,0,39,F,Graduate,White-collar,38091,Married,NY,4,30-39,Medium Income
771217758,Platinum,465,0,118,17-09-2023,Week-38,Q3,2023,4182.0,2028,16920,114,0.485,Chip ,Entertainment,4060.8,0,50,M,Uneducated,Businessman,237133,Married,CA,4,50-59,Very High Income
771219033,Blue,370,1,81,17-09-2023,Week-38,Q3,2023,17506.0,1979,4199,73,0.113,Swipe ,Bills,629.85,0,40,F,Graduate,White-collar,53400,Single,NY,4,40-49,High Income
771220758,Blue,415,0,161,17-09-2023,Week-38,Q3,2023,2896.0,2100,4614,83,0.725,Swipe ,Food,1061.22,0,44,M,Uneducated,Retirees,71025,Married,TX,5,40-49,High Income
771222558,Blue,480,0,78,17-09-2023,Week-38,Q3,2023,2900.0,2018,4467,79,0.696,Swipe ,Grocery,536.04,0,36,M,High School,Blue-collar,63997,Married,FL,4,30-39,High Income
771224358,Blue,335,0,83,17-09-2023,Week-38,Q3,2023,2028.0,0,4030,78,0.0,Swipe ,Bills,1088.1,0,43,F,High School,White-collar,48110,Single,CA,3,40-49,Medium Income
771228183,Blue,405,0,92,17-09-2023,Week-38,Q3,2023,4704.0,0,3294,87,0.0,Swipe ,Grocery,395.28,0,46,F,Graduate,Govt,36099,Single,TX,4,40-49,Medium Income
771230508,Blue,125,1,119,17-09-2023,Week-38,Q3,2023,2423.0,429,4717,80,0.177,Swipe ,Entertainment,896.23,0,45,M,Graduate,Blue-collar,75302,Married,TX,4,40-49,High Income
771232533,Blue,490,0,103,17-09-2023,Week-38,Q3,2023,2267.0,1283,4249,81,0.566,Swipe ,Grocery,1189.72,0,42,M,Uneducated,Businessman,55174,Married,CA,5,40-49,High Income
771234558,Blue,225,1,123,17-09-2023,Week-38,Q3,2023,7478.0,0,2213,62,0.0,Swipe ,Entertainment,243.43,0,47,M,Graduate,Selfemployeed,23599,Married,CA,3,40-49,Medium Income
771237933,Blue,125,0,73,17-09-2023,Week-38,Q3,2023,20620.0,1085,1477,23,0.053,Swipe ,Entertainment,280.63,0,49,M,High School,Selfemployeed,14975,Married,TX,4,40-49,Low Income
771244383,Blue,250,1,78,17-09-2023,Week-38,Q3,2023,8506.0,0,14289,113,0.0,Swipe ,Bills,1286.01,0,51,M,Graduate,Businessman,161399,Single,CA,5,50-59,Very High Income
771246708,Blue,290,1,94,17-09-2023,Week-38,Q3,2023,31954.0,2297,4371,82,0.072,Swipe ,Fuel,1005.33,0,48,M,Uneducated,Retirees,59315,Married,FL,3,40-49,High Income
771284658,Blue,175,0,102,17-09-2023,Week-38,Q3,2023,1850.0,896,2613,41,0.484,Chip ,Entertainment,313.56,0,50,F,Graduate,Retirees,30670,Married,FL,4,50-59,Medium Income
771288258,Blue,435,0,150,17-09-2023,Week-38,Q3,2023,2545.0,1894,4660,68,0.744,Chip ,Fuel,885.4,0,56,M,Graduate,White-collar,73169,Married,NY,5,50-59,High Income
771292233,Blue,100,1,70,17-09-2023,Week-38,Q3,2023,3918.0,813,15867,103,0.208,Swipe ,Grocery,3649.41,0,50,F,Graduate,Businessman,225241,Married,TX,5,50-59,Very High Income
771304383,Blue,400,1,106,17-09-2023,Week-38,Q3,2023,4174.0,2507,7905,86,0.601,Swipe ,Grocery,1264.8,0,42,M,Unknown,White-collar,108868,Single,NY,5,40-49,Very High Income
771330558,Blue,360,1,77,17-09-2023,Week-38,Q3,2023,10462.0,1824,1267,31,0.174,Swipe ,Bills,215.39,0,42,F,Graduate,Blue-collar,10993,Single,CA,4,40-49,Low Income
771332283,Blue,425,1,88,17-09-2023,Week-38,Q3,2023,4601.0,2517,5056,80,0.547,Swipe ,Travel,353.92,0,46,M,Uneducated,Businessman,91651,Married,FL,5,40-49,High Income
771335358,Blue,250,1,111,17-09-2023,Week-38,Q3,2023,8120.0,2098,3161,54,0.258,Swipe ,Fuel,442.54,0,47,F,Uneducated,White-collar,35179,Married,TX,5,40-49,Medium Income
771336783,Blue,245,0,98,17-09-2023,Week-38,Q3,2023,1759.0,1345,4351,81,0.765,Swipe ,Grocery,913.71,0,38,F,High School,Businessman,58840,Single,NY,3,30-39,High Income
771338658,Blue,320,0,108,17-09-2023,Week-38,Q3,2023,11670.0,915,4277,89,0.078,Online ,Fuel,769.86,0,46,M,High School,Blue-collar,56239,Married,FL,5,40-49,High Income
771342183,Blue,150,0,70,17-09-2023,Week-38,Q3,2023,1625.0,0,2314,43,0.0,Swipe ,Bills,231.4,0,53,F,High School,Businessman,25516,Married,NY,5,50-59,Medium Income
771349458,Blue,300,0,76,17-09-2023,Week-38,Q3,2023,5657.0,1792,1914,46,0.317,Swipe ,Entertainment,306.24,0,37,F,Graduate,Retirees,18405,Single,NY,4,30-39,Low Income
771354633,Blue,200,1,97,17-09-2023,Week-38,Q3,2023,1854.0,1480,3292,73,0.798,Chip ,Travel,559.64,0,29,F,Graduate,Govt,36091,Married,TX,3,18-29,Medium Income
771356508,Blue,335,1,118,17-09-2023,Week-38,Q3,2023,2665.0,1936,4500,71,0.726,Swipe ,Food,1215.0,0,45,M,Graduate,Retirees,65506,Single,MO,5,40-49,High Income
771359958,Gold,150,1,80,17-09-2023,Week-38,Q3,2023,34516.0,2517,1689,42,0.073,Online ,Entertainment,304.02,0,53,F,High School,Selfemployeed,14975,Single,CA,4,50-59,Low Income
771400608,Blue,150,0,82,17-09-2023,Week-38,Q3,2023,8204.0,1375,4727,76,0.168,Swipe ,Food,519.97,0,43,M,Unknown,Selfemployeed,75610,Single,TX,5,40-49,High Income
771403008,Blue,245,0,85,17-09-2023,Week-38,Q3,2023,7215.0,0,4409,75,0.0,Chip ,Entertainment,1102.25,0,46,M,High School,Govt,60881,Single,CA,3,40-49,High Income
771408483,Blue,385,1,81,17-09-2023,Week-38,Q3,2023,4100.0,1956,3584,61,0.477,Swipe ,Travel,286.72,0,62,F,Graduate,Govt,39080,Married,AR,5,60+,Medium Income
771411408,Blue,475,0,84,17-09-2023,Week-38,Q3,2023,2673.0,0,4929,54,0.0,Swipe ,Bills,788.64,0,37,M,High School,Govt,86131,Unknown,TX,4,30-39,High Income
771420708,Blue,420,0,86,17-09-2023,Week-38,Q3,2023,1446.0,621,4860,68,0.429,Swipe ,Bills,1312.2,0,36,M,Uneducated,Businessman,81868,Married,CA,4,30-39,High Income
771422883,Blue,375,1,116,17-09-2023,Week-38,Q3,2023,1759.0,186,2705,35,0.106,Swipe ,Grocery,568.05,0,38,F,High School,Businessman,31680,Married,CA,5,30-39,Medium Income
771424908,Blue,250,0,166,17-09-2023,Week-38,Q3,2023,11252.0,1129,1766,31,0.1,Swipe ,Grocery,264.9,0,44,F,Graduate,White-collar,15371,Married,NJ,5,40-49,Low Income
771429408,Blue,390,1,71,17-09-2023,Week-38,Q3,2023,1618.0,668,1515,31,0.413,Swipe ,Entertainment,151.5,0,54,F,Uneducated,Selfemployeed,14975,Single,CA,5,50-59,Low Income
771431133,Blue,300,1,119,17-09-2023,Week-38,Q3,2023,1438.3,0,3778,69,0.0,Chip ,Entertainment,302.24,0,44,M,Graduate,White-collar,41992,Married,TX,4,40-49,Medium Income
771433608,Blue,190,1,103,17-09-2023,Week-38,Q3,2023,11742.0,0,4053,70,0.0,Swipe ,Entertainment,607.95,0,45,F,Graduate,Selfemployeed,48848,Single,TX,3,40-49,Medium Income
771441558,Blue,460,0,72,17-09-2023,Week-38,Q3,2023,2608.0,1589,2073,47,0.609,Swipe ,Entertainment,538.98,0,44,F,Graduate,Selfemployeed,21140,Married,TX,4,40-49,Medium Income
771450708,Blue,275,0,110,17-09-2023,Week-38,Q3,2023,4669.0,1913,4363,73,0.41,Chip ,Fuel,1265.27,0,54,F,Doctorate,Govt,59162,Single,NJ,4,50-59,High Income
771453033,Blue,440,0,72,17-09-2023,Week-38,Q3,2023,17343.0,1280,3170,57,0.074,Swipe ,Grocery,507.2,0,57,F,High School,Selfemployeed,35303,Married,TX,4,50-59,Medium Income
771455508,Blue,430,1,91,17-09-2023,Week-38,Q3,2023,1438.3,0,4104,83,0.0,Swipe ,Bills,246.24,0,45,M,Graduate,Blue-collar,50348,Single,FL,4,40-49,High Income
771460158,Blue,195,1,80,17-09-2023,Week-38,Q3,2023,4098.0,1776,3939,84,0.433,Swipe ,Grocery,433.29,0,45,M,Graduate,Blue-collar,45660,Married,NY,4,40-49,Medium Income
771464808,Blue,270,1,112,17-09-2023,Week-38,Q3,2023,2317.0,1301,4161,71,0.562,Chip ,Entertainment,582.54,0,42,F,Graduate,Govt,52246,Single,TX,5,40-49,High Income
771469758,Blue,195,1,82,17-09-2023,Week-38,Q3,2023,34516.0,0,4131,66,0.0,Swipe ,Fuel,784.89,0,48,F,Uneducated,Govt,51222,Single,NY,5,40-49,High Income
771471708,Blue,200,1,43,17-09-2023,Week-38,Q3,2023,3080.0,1776,5097,77,0.577,Swipe ,Food,1478.13,0,35,M,Post-Graduate,White-collar,92850,Married,TX,5,30-39,High Income
771474108,Blue,200,1,91,17-09-2023,Week-38,Q3,2023,1794.0,1019,4455,63,0.568,Chip ,Fuel,579.15,0,51,M,Doctorate,Blue-collar,63252,Married,TX,3,50-59,High Income
771484908,Silver,380,1,71,17-09-2023,Week-38,Q3,2023,34516.0,1984,14969,96,0.057,Swipe ,Bills,2844.11,0,55,M,High School,Businessman,192004,Single,NY,5,50-59,Very High Income
771486933,Blue,125,1,91,17-09-2023,Week-38,Q3,2023,2563.0,2242,3942,84,0.875,Chip ,Fuel,867.24,0,30,M,Graduate,Blue-collar,45748,Unknown,TX,4,30-39,Medium Income
771488583,Blue,125,1,119,17-09-2023,Week-38,Q3,2023,3569.0,0,4186,72,0.0,Chip ,Entertainment,711.62,0,31,M,Post-Graduate,Businessman,52823,Single,CA,4,30-39,High Income
771490833,Blue,340,1,86,17-09-2023,Week-38,Q3,2023,4745.0,1227,1140,40,0.259,Swipe ,Travel,319.2,0,33,F,Post-Graduate,Selfemployeed,7865,Married,CA,4,30-39,Low Income
771492408,Blue,250,1,119,17-09-2023,Week-38,Q3,2023,2421.0,1747,1346,30,0.722,Swipe ,Entertainment,323.04,0,66,F,Doctorate,Selfemployeed,12150,Married,TX,3,60+,Low Income
771497283,Blue,440,1,81,17-09-2023,Week-38,Q3,2023,2917.0,1310,4736,79,0.449,Swipe ,Food,1373.44,0,52,M,Unknown,White-collar,76179,Single,TX,5,50-59,High Income
771499233,Blue,195,0,102,17-09-2023,Week-38,Q3,2023,5387.0,1133,4374,76,0.21,Swipe ,Food,1006.02,0,48,M,Graduate,Selfemployeed,59407,Married,GA,4,40-49,High Income
771500358,Blue,200,0,74,17-09-2023,Week-38,Q3,2023,4332.0,1313,4093,84,0.303,Chip ,Entertainment,1023.25,0,47,F,High School,White-collar,50057,Married,TX,4,40-49,High Income
771502383,Blue,250,1,111,17-09-2023,Week-38,Q3,2023,2474.0,1539,4884,80,0.622,Chip ,Entertainment,634.92,0,48,M,High School,Govt,83303,Married,FL,3,40-49,High Income
771503958,Blue,390,0,77,17-09-2023,Week-38,Q3,2023,2993.0,1265,4089,72,0.423,Swipe ,Grocery,613.35,0,51,F,Graduate,Govt,49998,Single,TX,4,50-59,Medium Income
771507258,Blue,470,1,153,17-09-2023,Week-38,Q3,2023,3860.0,1175,14474,118,0.304,Swipe ,Bills,3618.5,0,54,F,Graduate,Businessman,170823,Married,TX,4,50-59,Very High Income
771516333,Blue,485,1,69,17-09-2023,Week-38,Q3,2023,4663.0,0,3831,81,0.0,Chip ,Food,344.79,0,45,F,Unknown,White-collar,43216,Single,CA,4,40-49,Medium Income
